213,1,149
237,4,206
117,2,176
176,3,58
43,3,164
79,5,54
197,5,83
204,1,44
101,3,6
185,3,161
1,5,251
15,4,18
116,5,195
131,3,59
179,5,18
20,6,77
43,2,6
222,4,128
5,6,187
211,3,5
85,6,182
251,6,211
141,4,114
161,1,219
244,3,65
36,1,122
3,6,255
174,2,217
147,5,8
211,5,81
32,4,160
113,3,57
205,2,132
111,2,100
218,2,248
1,3,212
212,6,14
63,2,188
178,2,135
158,3,91
176,2,243
123,6,11
59,1,212
44,6,132
254,5,72
127,1,42
252,5,46
206,4,78
123,1,115
192,1,20
245,5,91
15,5,128
33,6,252
117,3,50
135,3,216
195,1,19
24,2,93
27,4,213
80,1,253
119,3,96
226,2,159
140,5,245
204,6,137
34,1,49
228,3,32
179,4,51
4,3,169
203,4,111
245,2,249
26,5,228
134,2,67
145,4,237
89,6,42
151,3,162
104,3,170
100,3,17
39,3,42
136,5,166
245,1,157
137,3,50
178,1,226
65,5,189
191,5,100
210,2,124
22,6,39
237,5,204
43,5,86
96,2,128
255,3,92
214,2,80
24,1,174
64,2,74
73,4,66
63,2,98
230,2,48
131,4,89
156,3,186
247,3,57
235,6,20
95,3,238
174,6,24
137,5,240
128,4,240
208,2,196
103,4,250
155,5,223
74,2,0
39,6,17
164,4,229
8,4,221
10,3,23
176,4,33
218,2,99
169,3,12
195,1,36
190,2,252
13,4,181
56,3,84
33,4,100
144,4,172
190,1,158
192,5,184
146,6,91
20,6,201
217,2,85
133,6,223
96,3,85
39,4,208
7,2,109
11,5,59
233,6,212
245,2,172
85,5,137
152,2,93
65,4,83
160,2,115
83,4,159
49,1,166
238,2,101
234,5,115
213,6,172
223,1,215
223,5,182
18,4,226
180,3,36
222,5,172
155,5,141
209,1,96
89,1,84
76,5,240
42,1,156
46,2,6
11,6,166
41,6,109
238,3,193
65,4,31
153,1,57
95,5,244
96,6,169
246,5,38
247,5,140
95,2,62
78,5,207
171,5,62
113,3,37
130,2,9
46,2,176
92,6,96
72,5,84
78,5,85
74,5,92
14,1,99
72,6,141
60,1,53
119,2,156
91,3,42
119,4,13
244,4,195
138,2,199
98,3,153
83,6,239
223,4,83
198,5,152
64,3,28
164,4,247
123,1,184
191,5,206
75,3,97
213,1,98
147,3,205
194,2,59
175,4,213
160,3,21
15,6,170
0,4,213
239,6,134
1,4,172
247,5,172
135,6,114
115,1,99
177,4,108
248,1,215
253,3,238
1,1,55
99,4,105
63,3,143
67,2,254
114,6,151
67,2,115
82,5,24
46,1,1
72,4,33
56,2,71
244,2,94
172,4,204
71,1,251
173,4,52
93,5,126
20,1,115
193,4,248
209,3,108
88,2,249
206,5,95
139,6,133
205,1,9
18,6,183
151,4,174
9,5,164
197,2,136
91,5,157
109,5,188
223,1,76
12,6,35
222,5,239
215,5,13
162,2,116
184,5,91
54,2,145
129,4,70
77,3,148
133,1,196
86,1,134
88,3,121
7,2,22
28,2,136
6,4,165
250,5,178
86,3,8
49,5,140
60,5,80
1,6,121
189,1,135
204,6,207
227,2,198
68,2,11
141,5,254
174,3,79
196,6,12
66,2,13
34,6,187
157,5,58
108,3,51
11,2,193
200,6,163
27,6,4
219,3,16
89,6,247
135,4,25
136,6,215
139,2,221
123,1,205
135,3,25
181,3,143
191,6,123
209,3,20
41,3,5
19,5,96
13,5,244
110,6,130
69,2,28
35,3,124
116,2,162
82,4,217
61,4,238
37,6,230
133,1,106
252,1,106
144,4,12
4,1,152
14,3,165
153,1,170
115,1,165
217,5,186
226,5,117
20,5,192
58,3,147
91,3,135
183,6,70
125,4,42
203,5,99
15,2,82
74,3,53
163,2,133
94,1,143
122,6,116
9,6,47
145,3,34
21,1,188
230,3,151
57,2,119
147,5,191
103,2,65
172,3,165
110,3,149
206,2,248
163,2,167
213,4,33
57,2,194
251,6,250
76,3,253
114,5,222
210,1,58
178,2,242
180,5,59
141,3,5
79,4,148
188,6,31
234,2,146
155,4,169
163,4,60
21,4,29
98,1,130
31,6,232
65,5,164
70,1,143
134,1,76
137,4,19
197,6,151
160,2,59
6,5,188
107,1,136
29,2,221
109,2,66
146,1,223
99,2,13
233,2,25
58,3,189
212,1,133
231,3,25
88,6,16
205,3,55
216,4,224
65,6,76
249,2,174
185,1,201
40,6,218
200,2,173
235,6,117
146,6,113
2,2,205
148,5,28
226,6,166
146,5,229
171,1,124
255,6,6
144,3,156
38,6,141
195,2,64
143,3,105
48,5,166
108,3,234
229,2,56
102,1,37
212,2,171
140,4,102
107,3,96
242,1,11
126,2,213
49,5,197
56,6,95
219,1,156
203,5,37
69,1,205
77,2,2
251,6,143
214,2,195
137,5,11
68,5,144
239,3,19
167,1,223
75,3,221
53,6,78
237,2,13
94,5,99
255,2,2
183,1,67
58,2,112
111,3,203
45,2,135
91,1,230
4,4,133
76,2,194
124,2,141
104,6,29
201,6,62
92,2,4
194,3,231
80,1,234
90,2,40
204,4,4
75,1,166
140,2,3
249,6,255
169,6,195
196,2,99
138,3,249
67,2,152
179,3,49
43,5,122
215,5,32
18,2,68
91,4,218
91,3,182
94,4,191
106,5,123
84,2,57
96,4,57
223,1,25
26,4,187
153,4,22
211,4,215
66,3,253
100,1,219
249,5,169
53,5,179
61,4,5
243,1,122
109,2,48
168,6,176
43,6,15
251,3,75
107,6,218
223,3,141
114,2,76
180,5,49
27,4,214
250,6,79
56,3,49
208,4,33
113,4,87
103,4,147
5,5,231
138,4,98
174,2,248
243,2,92
209,6,23
246,1,28
126,1,230
157,3,216
177,2,198
90,6,0
185,2,158
129,1,106
140,3,208
83,5,37
203,5,95
154,6,24
149,3,170
22,6,221
132,4,158
124,3,46
30,1,67
65,3,156
109,3,68
51,1,254
212,4,89
250,5,18
197,2,252
142,3,252
58,2,166
9,6,238
214,6,56
79,1,192
174,2,209
69,4,89
43,6,113
228,1,153
141,3,95
199,4,240
184,5,110
169,6,65
110,6,231
147,2,33
229,3,198
118,6,82
179,2,41
186,6,120
38,4,157
36,6,246
77,3,153
60,2,182
110,1,38
127,3,147
252,4,57
150,5,154
202,6,11
28,3,146
16,1,67
50,3,115
165,6,224
133,2,150
110,1,215
137,3,54
229,1,208
57,3,133
148,5,187
227,5,70
75,6,88
84,3,78
58,2,118
140,2,170
206,6,28
54,4,60
127,1,155
77,3,189
88,2,66
177,3,160
225,1,15
193,2,22
157,4,173
81,1,120
140,1,40
107,6,79
247,6,92
177,3,30
63,3,152
205,2,228
190,6,196
169,1,224
194,4,19
116,6,255
54,5,142
100,1,163
19,6,204
68,4,48
90,2,244
93,4,195
47,2,60
249,3,196
240,5,208
54,3,36
155,3,111
193,4,109
179,2,177
158,5,227
229,6,88
147,5,226
211,4,55
240,5,90
212,3,138
138,2,126
132,5,53
122,5,219
121,5,60
7,3,113
123,1,71
147,4,220
32,4,159
154,4,234
82,6,226
191,3,203
39,4,243
85,2,220
69,3,230
91,3,87
22,4,8
232,5,189
39,1,224
215,3,39
150,4,27
119,2,109
110,1,71
103,1,6
173,6,26
14,3,110
152,2,133
141,4,15
166,3,45
242,3,59
187,4,129
90,4,108
39,1,135
119,6,130
95,4,243
162,1,53
15,6,73
76,4,116
173,3,34
165,1,136
107,2,216
28,3,147
167,1,43
180,3,132
229,6,13
33,4,119
10,1,198
70,1,118
114,4,32
85,1,239
249,1,9
194,2,216
13,4,77
172,3,223
200,3,173
73,3,87
64,5,209
91,2,103
46,1,116
214,6,17
217,6,203
158,4,13
173,1,178
208,4,155
78,2,150
243,2,2
17,3,46
19,4,232
220,4,208
112,6,76
78,6,70
220,6,208
240,6,9
142,6,58
97,4,168
13,1,225
129,4,38
205,4,5
118,4,200
106,4,58
4,6,186
114,3,209
233,5,13
44,1,228
51,5,205
27,6,40
84,2,128
201,1,177
236,5,137
38,5,174
72,3,180
85,3,16
167,5,103
193,1,38
149,1,3
164,6,145
180,3,219
32,6,113
30,2,180
234,1,241
90,2,128
234,6,175
223,3,168
199,6,119
155,5,120
0,6,78
7,3,160
118,3,150
78,1,148
253,4,118
92,4,58
240,4,117
95,2,86
98,3,143
21,2,94
207,2,128
25,3,173
197,4,165
113,4,192
58,5,232
254,2,211
200,2,62
2,3,56
132,2,163
246,1,248
8,4,184
123,4,200
35,4,38
16,5,1
137,1,87
197,1,189
230,2,244
198,6,224
26,1,202
122,2,37
147,2,195
166,1,37
171,1,191
10,2,254
3,3,167
163,4,63
213,5,191
152,1,182
186,6,131
1,5,99
107,2,38
47,4,183
195,2,250
37,6,184
175,1,231
236,2,18
187,4,21
255,3,249
233,3,242
6,5,175
52,3,13
169,6,102
25,4,21
96,1,45
125,6,186
187,1,248
173,2,227
104,4,90
37,1,201
182,3,79
171,2,221
68,5,138
111,3,73
36,3,198
72,1,56
188,6,49
42,3,163
151,3,110
85,2,187
17,6,5
77,4,43
91,4,3
135,3,9
212,2,84
238,1,19
217,4,25
15,4,95
68,2,189
218,4,221
230,3,98
104,3,116
28,5,208
221,6,20
248,5,59
186,6,248
111,1,227
4,2,139
97,6,223
227,4,36
234,1,227
216,4,238
24,5,94
198,4,57
231,2,172
75,4,242
205,6,37
2,4,231
61,2,235
224,4,96
209,1,242
117,2,137
119,2,216
216,5,92
154,2,86
233,3,157
68,5,107
225,2,54
202,6,215
33,1,142
57,2,183
234,1,38
226,4,45
196,6,107
21,3,191
42,3,83
155,6,163
40,6,220
22,3,64
6,1,112
69,3,142
150,4,254
214,1,203
205,4,0
116,4,210
110,2,46
52,5,215
7,3,189
115,5,133
217,5,247
251,1,41
60,6,124
108,3,181
98,6,229
252,4,45
226,4,106
75,2,105
111,1,17
103,4,183
144,1,182
66,6,124
79,1,13
30,2,25
160,5,6
87,4,221
21,5,182
17,5,133
215,3,74
249,1,68
45,6,25
120,3,194
33,5,142
66,6,157
177,6,147
36,3,199
134,2,182
185,1,172
23,1,249
105,1,0
239,4,168
130,1,199
228,4,177
254,2,78
122,4,152
186,3,205
84,2,88
104,6,73
136,4,72
186,3,211
102,5,173
112,6,146
174,4,80
155,6,131
182,2,239
178,5,61
2,2,131
7,4,115
197,1,190
188,2,233
240,6,237
118,6,170
30,6,227
41,3,70
123,1,219
212,2,68
4,3,244
243,6,19
60,6,205
109,1,62
252,5,146
56,3,134
240,1,33
52,5,80
79,5,174
60,2,110
176,5,177
1,4,77
200,3,240
12,1,130
156,2,84
45,1,168
118,3,21
35,4,151
160,3,60
84,2,187
230,3,74
178,1,32
184,1,213
201,3,19
61,2,195
216,1,46
6,3,207
239,6,66
35,5,66
230,5,79
132,5,177
213,5,8
112,4,15
84,6,124
58,4,122
200,2,153
18,6,128
29,5,105
139,5,20
202,5,87
162,6,92
75,4,28
146,6,188
60,3,67
171,6,73
173,2,129
100,2,174
211,1,134
195,5,253
120,3,210
202,3,44
1,1,136
181,2,59
183,1,159
201,1,2
110,1,32
173,3,3
100,2,235
187,2,113
192,6,15
126,2,128
21,6,51
252,6,149
212,1,228
