113,3,95
56,6,99
68,1,10
49,5,113
122,4,15
122,4,82
66,1,45
64,5,56
79,1,115
43,1,7
52,3,94
95,1,78
3,1,40
46,2,5
38,3,73
53,4,97
72,2,5
97,1,44
44,1,47
97,2,101
107,3,40
43,5,124
52,6,96
17,3,101
123,4,86
125,4,18
103,5,74
107,6,103
21,1,123
72,3,96
64,5,81
77,6,56
8,3,18
73,3,56
113,6,51
57,5,52
28,4,2
60,2,9
20,2,30
85,6,101
10,2,126
14,5,7
44,1,74
61,3,91
108,3,46
56,6,113
34,2,48
47,1,99
53,2,15
118,6,95
38,5,75
29,3,102
93,4,34
39,4,124
94,1,67
121,4,57
70,6,62
42,3,67
9,6,6
88,2,8
107,3,106
3,1,43
97,2,30
14,4,116
20,2,102
56,5,108
13,1,54
48,6,93
62,5,43
106,4,8
79,3,56
34,3,125
56,4,86
12,6,94
96,5,82
102,4,18
60,1,43
96,5,107
110,6,67
70,5,22
124,5,66
70,3,2
4,2,0
20,6,17
113,5,81
14,2,54
120,4,73
117,2,91
124,3,63
37,3,85
110,1,106
89,3,82
5,4,104
13,5,37
124,3,20
101,4,20
41,2,126
12,1,72
19,6,125
34,4,108
116,6,77
65,2,45
105,5,108
46,6,50
76,1,87
29,1,8
7,4,13
88,3,53
101,4,93
106,6,120
22,2,61
23,1,62
79,1,30
59,2,48
45,1,12
116,1,30
21,5,77
91,2,95
7,3,92
47,1,83
66,4,41
31,2,74
29,3,21
93,3,66
62,1,118
34,5,2
69,6,76
97,3,0
52,3,8
84,2,121
113,6,6
32,1,51
49,6,50
55,6,117
19,1,105
68,1,63
81,3,26
60,2,7
19,6,114
30,6,98
15,6,40
123,2,65
16,5,96
9,6,28
53,6,112
54,2,4
64,3,11
6,5,116
33,3,65
20,4,74
52,1,125
14,2,122
13,1,110
119,3,62
52,6,85
86,4,20
32,5,86
29,6,72
30,4,33
25,3,112
50,2,89
52,1,45
92,5,22
68,6,74
0,2,86
48,6,78
84,4,83
31,1,27
60,6,18
34,6,3
82,4,123
67,3,62
6,1,123
21,2,8
72,1,35
40,4,115
111,5,96
18,3,7
9,1,70
65,1,52
84,2,7
19,6,83
65,3,19
49,6,112
60,5,69
52,5,14
42,2,79
78,2,100
48,2,90
13,2,123
122,3,51
23,4,117
96,2,55
19,2,1
6,3,127
89,2,99
11,2,36
51,5,123
16,5,119
97,6,12
47,5,8
61,2,80
16,2,104
46,1,58
106,3,124
9,6,64
53,6,2
50,1,77
90,4,119
67,1,50
94,5,87
105,6,122
22,6,53
64,4,86
10,4,28
102,2,107
14,5,9
85,4,87
80,2,107
58,5,59
127,4,104
101,2,121
1,5,51
47,1,64
85,3,24
115,3,69
117,5,18
83,3,116
82,1,106
102,1,69
16,5,41
118,3,17
51,1,75
85,3,75
33,6,53
40,2,50
118,6,45
37,2,32
117,4,78
95,2,50
71,3,67
67,6,48
99,4,15
103,2,62
86,4,88
52,5,67
26,3,32
13,1,118
2,2,54
14,3,70
44,2,91
106,4,94
38,6,66
19,3,115
102,5,65
70,4,28
28,6,126
100,5,23
95,2,113
73,4,31
71,3,37
34,2,39
29,2,26
14,2,17
0,4,121
3,3,100
25,4,82
28,3,47
58,4,106
27,2,6
99,5,65
29,5,127
6,4,88
77,6,17
90,5,111
69,3,96
82,5,110
62,3,34
90,4,112
116,2,25
16,2,51
92,6,39
80,1,101
64,3,117
9,3,123
63,3,39
81,2,109
39,1,22
122,6,10
73,3,104
93,5,8
127,2,42
62,1,14
118,1,112
97,1,93
39,1,50
17,6,122
59,2,58
6,4,90
29,2,113
91,2,77
35,2,118
1,5,42
49,6,64
43,1,37
47,4,98
43,1,1
55,6,53
113,3,70
22,3,14
126,2,122
57,1,34
3,5,122
89,2,109
46,4,62
38,5,40
125,2,31
2,2,19
95,1,71
107,1,123
45,6,63
45,4,25
77,5,47
20,2,110
56,5,99
9,5,35
63,2,127
59,5,123
77,5,55
117,2,105
29,5,10
23,5,40
86,6,29
72,5,100
94,4,25
119,2,56
119,6,7
34,3,84
115,4,88
15,3,3
96,4,37
91,3,62
19,4,118
23,4,118
74,4,84
54,1,5
23,6,119
82,4,51
88,3,101
1,4,107
59,5,116
54,3,93
125,6,110
43,5,31
7,5,1
34,3,0
37,1,67
97,5,16
127,4,78
104,4,51
19,3,28
125,2,31
105,3,16
111,6,63
9,4,38
109,3,56
112,5,113
111,6,24
60,2,105
11,6,31
114,3,17
36,2,84
91,1,23
123,4,100
38,4,24
15,4,22
115,5,6
97,4,64
103,5,19
119,2,58
5,1,64
26,3,68
119,4,53
8,2,14
85,1,67
21,1,122
68,1,91
108,3,66
85,2,2
21,4,52
103,1,119
47,4,25
11,2,6
12,6,111
1,1,50
66,4,11
121,2,8
25,1,84
11,1,116
98,3,22
57,5,41
84,5,13
