254,77
167,92
248,64
32,238
132,65
177,26
220,155
132,235
2,207
55,188
72,209
19,234
86,49
208,207
54,251
116,176
27,47
44,75
181,71
212,159
5,111
75,198
206,57
51,211
118,255
9,101
22,131
98,100
193,24
240,242
59,179
36,38
83,65
45,252
248,144
194,75
185,30
75,178
205,114
28,35
245,97
146,56
185,68
190,83
237,154
178,185
82,128
181,98
250,94
158,60
64,225
114,117
72,219
178,235
70,196
36,68
48,104
130,162
108,253
138,184
148,53
201,61
166,135
58,249
54,16
42,66
212,139
112,95
39,151
69,223
201,90
1,8
192,133
239,88
109,117
43,72
150,113
229,37
215,221
113,204
3,213
253,143
163,214
160,81
32,28
87,119
141,2
129,224
182,51
35,170
10,97
106,78
59,162
96,73
16,33
53,203
118,108
105,72
142,88
133,54
8,199
164,197
67,138
12,13
108,211
53,193
229,97
191,162
242,106
79,147
209,179
4,56
95,58
106,156
133,40
240,249
146,138
253,92
72,21
141,227
177,46
9,118
96,160
203,170
17,28
221,90
63,97
166,251
133,83
181,13
69,117
221,94
87,75
49,185
66,68
169,139
32,56
249,81
237,21
165,12
61,241
139,10
219,0
31,160
31,163
17,129
10,205
191,25
84,116
24,223
71,129
26,191
134,16
47,113
120,203
77,119
246,138
224,229
16,255
117,162
123,143
82,26
83,173
6,184
17,243
211,40
175,4
247,83
207,157
173,249
168,243
5,98
32,24
105,162
24,158
36,155
170,59
111,21
12,102
128,159
149,107
130,68
131,218
208,37
212,253
151,132
182,154
61,219
26,182
185,244
137,174
67,121
27,172
62,156
108,196
33,198
52,207
243,50
117,140
105,208
25,254
225,182
200,43
66,162
92,193
248,171
87,15
95,122
246,4
252,223
61,86
251,85
86,19
78,8
112,226
181,53
229,93
155,207
209,108
206,124
19,18
57,232
160,158
94,125
67,2
181,30
142,89
251,168
35,159
19,146
182,81
129,71
15,80
98,9
161,240
112,200
64,109
88,227
185,154
136,139
120,178
106,64
247,72
143,15
2,23
162,154
120,140
252,183
209,159
84,89
14,104
132,213
231,35
57,16
206,73
12,0
44,133
107,58
92,90
215,164
194,34
194,90
135,101
120,83
20,129
86,31
149,20
249,215
238,234
97,105
93,132
51,174
1,246
98,183
48,4
217,8
73,199
0,174
125,224
165,12
80,8
65,175
155,151
102,124
