100,96
89,14
31,41
48,34
99,87
16,15
50,63
113,61
127,124
71,59
59,96
124,56
48,117
59,82
120,63
110,64
90,8
11,6
64,66
7,9
97,66
63,66
16,41
64,47
106,40
110,59
7,117
39,82
50,78
8,50
57,53
47,38
118,6
36,48
35,24
127,121
123,75
94,40
103,45
43,83
127,24
59,81
38,73
122,94
45,108
16,9
52,99
35,49
43,108
54,69
60,81
84,126
16,84
121,29
47,108
52,126
76,80
63,72
30,31
86,107
95,7
23,54
65,96
22,3
10,43
73,17
127,43
37,33
14,98
89,100
116,56
90,57
63,73
3,32
111,57
9,73
9,6
84,30
92,66
71,111
1,36
19,61
68,34
115,123
63,53
83,54
30,72
92,88
24,114
28,64
95,82
45,35
7,41
21,106
22,110
25,98
29,91
7,9
72,8
7,81
88,90
94,47
25,66
62,15
91,75
35,8
22,122
54,65
50,10
9,103
72,84
69,75
87,73
12,127
37,27
24,117
38,60
12,8
50,121
82,110
115,42
68,70
73,13
21,61
106,28
32,66
9,79
94,16
104,69
21,65
86,77
52,56
65,17
63,19
42,95
96,118
5,12
98,40
86,47
105,123
33,35
88,38
45,52
112,5
126,123
75,64
71,62
20,12
19,18
105,8
84,99
98,116
110,120
50,42
11,68
115,107
126,98
114,127
57,28
98,21
20,87
103,97
16,42
25,122
26,5
68,14
59,124
88,9
113,63
43,0
9,38
114,122
95,8
26,29
57,88
95,48
22,41
56,4
115,124
114,113
49,126
13,106
51,111
1,47
59,91
67,29
25,102
105,69
38,43
74,30
104,49
98,41
13,59
76,5
21,54
79,53
127,66
12,16
71,39
114,93
9,53
102,49
85,98
73,1
91,39
127,69
110,21
65,123
13,15
55,63
45,79
77,101
25,93
49,27
81,29
103,99
59,99
29,125
120,89
100,65
7,20
63,72
9,4
76,6
70,65
95,102
48,30
105,32
80,70
25,123
41,103
59,55
86,47
31,5
109,68
36,24
97,79
124,7
61,50
72,38
48,43
86,31
118,44
89,36
87,66
127,43
114,12
14,13
46,99
100,16
121,13
0,32
35,45
64,39
84,58
50,20
82,12
119,36
49,28
87,52
118,117
70,82
75,6
5,81
29,110
127,125
26,69
72,8
124,4
104,49
113,11
92,0
46,10
97,4
30,14
47,34
125,121
82,11
52,113
83,120
84,73
115,99
72,39
111,5
41,64
109,82
61,84
7,106
121,118
82,110
87,4
34,100
59,61
106,29
43,1
79,73
31,127
29,127
12,6
23,49
7,67
57,14
9,80
67,82
34,84
82,83
127,92
26,83
30,45
84,113
115,34
110,53
52,59
101,21
97,4
9,38
37,43
34,102
127,58
91,21
2,43
62,108
10,73
13,51
88,7
44,48
16,78
127,59
102,3
3,112
36,35
82,45
101,2
85,60
71,32
125,86
1,63
81,74
23,66
32,3
124,98
87,85
20,81
99,7
5,86
109,58
28,103
69,106
94,18
59,74
42,102
114,89
83,0
112,93
112,101
78,45
54,33
31,94
121,72
111,73
72,89
23,110
122,66
119,45
19,80
74,60
49,115
55,92
117,87
30,34
97,105
84,105
31,101
6,76
119,63
27,10
17,7
105,89
16,12
15,14
33,47
103,110
111,68
36,108
124,88
88,119
127,91
19,44
83,95
44,64
102,57
45,100
81,65
17,21
12,105
35,58
26,127
14,9
18,63
69,0
53,88
48,50
108,43
40,56
36,10
15,80
117,94
40,92
75,2
4,16
74,108
16,24
67,33
105,38
125,116
111,43
43,58
86,79
0,70
31,58
87,89
54,119
116,78
33,36
87,124
120,100
0,9
81,62
108,73
18,46
80,32
15,6
55,97
2,36
11,47
9,57
36,1
73,3
2,74
104,118
119,53
85,51
115,58
77,63
13,11
102,95
21,123
91,94
119,24
117,89
4,100
38,108
105,15
64,112
54,77
91,21
50,88
74,106
13,65
114,12
89,40
15,111
53,14
105,90
52,9
16,53
107,82
111,83
20,65
29,61
92,69
107,104
110,42
71,39
38,1
90,65
87,83
31,103
32,24
6,102
94,75
24,104
122,45
43,77
127,78
83,100
3,39
119,125
84,64
1,76
88,95
77,84
125,49
2,127
111,126
55,39
17,74
44,21
44,108
52,40
116,96
25,58
101,22
117,21
68,67
7,10
122,80
8,25
30,1
93,41
13,64
17,110
5,58
107,12
56,44
28,92
19,51
120,79
62,2
32,13
19,42
16,121
104,92
3,81
50,47
62,18
23,84
21,71
69,102
33,40
120,77
3,41
38,98
15,99
109,12
27,112
49,76
40,23
84,106
1,127
109,63
68,37
71,56
14,9
70,72
26,93
81,24
109,64
33,98
51,47
95,93
97,29
31,113
52,4
100,78
82,84
109,90
31,27
99,36
56,105
112,124
14,52
102,68
31,112
48,115
110,17
50,70
111,104
59,0
92,109
29,48
105,30
3,62
40,30
6,59
115,92
117,96
97,10
79,49
75,89
51,101
42,88
101,38
123,71
33,41
84,49
126,84
20,15
39,89
55,33
101,3
120,54
75,86
66,23
51,115
19,125
88,52
82,19
102,24
127,46
0,38
121,57
119,65
66,29
78,38
2,31
113,83
8,58
19,81
12,22
50,81
59,27
11,21
81,25
23,104
68,119
24,109
5,119
25,100
70,71
67,121
111,15
2,124
112,39
96,69
3,66
83,91
3,23
118,2
118,8
87,50
29,112
86,49
96,39
28,114
48,123
108,70
121,56
64,25
48,51
102,47
71,45
126,65
97,104
2,88
95,48
66,85
125,67
41,17
88,46
82,13
5,76
44,95
35,62
66,114
123,87
48,24
38,12
5,32
76,4
52,49
32,105
52,5
115,95
72,37
116,56
50,25
53,113
46,17
88,90
36,111
117,15
36,49
15,55
28,42
55,95
56,126
66,28
42,18
23,58
28,47
62,5
8,103
27,82
73,114
65,109
21,0
21,59
105,63
33,79
108,80
68,42
18,112
53,110
15,99
69,37
77,70
81,71
57,48
9,89
36,55
121,102
101,6
123,2
54,120
25,125
12,33
100,37
30,13
27,56
79,39
88,63
92,5
21,85
11,119
80,55
50,36
122,18
114,31
104,41
80,23
112,84
96,72
56,34
58,99
92,66
104,34
113,18
11,75
32,18
32,27
57,88
127,16
24,110
8,38
52,31
41,45
70,51
28,122
94,63
45,92
119,79
90,61
57,36
65,16
98,35
71,67
107,81
59,56
102,42
124,19
38,86
72,3
42,75
69,11
98,26
23,79
43,69
127,119
15,29
118,109
127,47
14,6
122,119
31,91
41,111
17,101
14,39
83,109
101,6
7,83
124,104
59,67
68,43
32,75
59,41
6,93
118,54
30,78
109,69
49,28
14,86
58,100
4,124
21,3
9,30
125,65
59,49
4,109
91,49
112,92
47,73
70,84
65,77
24,50
35,43
52,107
32,94
60,110
61,29
44,26
15,8
49,123
127,78
99,37
84,95
95,117
10,66
115,40
2,93
105,36
90,14
4,46
45,57
126,98
110,87
63,9
127,5
29,0
21,80
47,14
0,67
14,73
127,59
3,48
14,37
119,41
26,25
64,44
79,38
30,3
121,27
106,72
67,27
72,119
20,6
74,9
110,25
117,82
48,72
119,49
95,60
83,88
77,14
1,49
14,91
92,87
81,12
84,113
11,79
70,114
53,96
32,42
41,53
117,7
19,9
89,48
68,95
32,94
74,88
92,115
41,18
7,78
28,109
20,115
37,40
45,110
12,26
75,36
93,28
62,6
2,71
12,62
104,119
37,67
17,13
11,75
31,100
34,56
32,54
121,8
13,108
13,38
85,16
73,63
61,96
90,24
101,125
17,20
62,95
96,122
5,86
119,81
88,15
78,43
58,63
